UserID,DBH,Common_Name,Tree_Height,Crown_Width_NS,Crown_Width_EW,Crown_Base_Height,Collected_By,Edible
10608,39.9,Douglas-Fir,152,51,47,38,volunteer,NA
10609,29,Incense Cedar,88,10,10,4,volunteer,NA
10610,26.8,Douglas-Fir,135,32,41,80,volunteer,NA
10611,23,Incense Cedar,88,10,10,4,volunteer,NA
10612,29.3,Douglas-Fir,136,39,29,64,Volunteer,NA
10613,25,Douglas-Fir,147,36,43,35,Volunteer,NA
10614,33.7,Douglas-Fir,90,35,38,12,Volunteer,NA
10615,43.5,Douglas-Fir,112,47,38,56,Staff,NA
10616,40.5,"Paulownia, Empress Tree, Foxglove Tree",76,61,52,4,Volunteer,NA
10617,26.3,Douglas-Fir,120,35,34,31,volunteer,NA
10618,38.8,Douglas-Fir,136,47,50,17,Staff,NA
10619,38.2,Douglas-Fir,150,43,48,12,Volunteer,NA
10620,2.8,"Japanese Pagoda Tree, Chinese Scholar Tree",16,10,10,4,Volunteer,No
10621,28.7,Douglas-Fir,136,44,35,55,Volunteer,NA
10622,33.1,Douglas-Fir,143,40,35,44,Volunteer,NA
10623,19,Douglas-Fir,128,38,41,86,Staff,NA
10624,17.7,Sycamore Maple,70,41,37,7,Staff,NA
10625,46,Douglas-Fir,132,39,41,24,volunteer,NA
10626,46.5,Douglas-Fir,140,60,48,30,Volunteer,NA
10627,51.3,Douglas-Fir,125,30,57,20,volunteer,NA
10628,34.6,Douglas-Fir,122,39,35,20,Volunteer,NA
10629,26.9,Japanese Flowering Cherry,40,50,48,5,Volunteer,NA
10630,33.2,Douglas-Fir,118,21,34,8,Volunteer,NA
10631,13.8,Sycamore Maple,28,25,23,7,Volunteer,NA
10632,18.8,Pacific Dogwood,39,39,34,6,volunteer,NA
10633,24.3,Douglas-Fir,123,26,35,60,Volunteer,NA
10634,25.5,Sycamore Maple,97,38,29,8,Volunteer,NA
10635,29.5,Douglas-Fir,154,22,35,64,Staff,NA
10636,24.2,Douglas-Fir,128,37,36,34,Volunteer,NA
10637,31.5,Douglas-Fir,140,34,30,30,volunteer,NA
10638,41.8,Douglas-Fir,166,60,57,70,STAFF,NA
10639,33.6,Douglas-Fir,150,55,56,90,Volunteer,NA
10640,49.6,American Yellowwood,78,60,48,10,Volunteer,NA
10641,30.5,Douglas-Fir,116,50,37,25,volunteer,NA
10642,27.7,Incense Cedar,85,10,10,4,Volunteer,NA
10643,27.5,Douglas-Fir,127,32,56,54,Volunteer,NA
10644,37,Douglas-Fir,96,40,44,34,Volunteer,NA
10645,13.1,Persian Ironwood,48,49,42,3,Volunteer,NA
10646,23,Incense Cedar,88,10,10,5,Volunteer,NA
10647,32,Incense Cedar,88,12,12,6,Volunteer,NA
10648,29.9,Douglas-Fir,110,48,40,6,volunteer,NA
10649,22.1,Unknown (Dead),50,99999,99999,NA,Volunteer,NA
10650,40.2,Douglas-Fir,136,53,47,8,Staff,NA
10651,27.7,Douglas-Fir,119,36,42,71,Staff,NA
10652,22.3,Cherry,40,50,50,5,Staff,Yes - fruit
10653,35.9,Douglas-Fir,136,37,46,54,Staff,NA
10654,62.1,Douglas-Fir,164,59,57,6,Staff,NA
10655,29.6,Douglas-Fir,139,43,38,29,Staff,NA
10656,33.1,Douglas-Fir,140,50,41,35,Staff,NA
10657,33.9,Douglas-Fir,137,55,49,25,Staff,NA
10658,35.7,Douglas-Fir,139,51,40,26,Staff,NA
10659,30,Douglas-Fir,136,40,31,38,Staff,NA
10660,39.3,Douglas-Fir,154,55,49,35,Staff,NA
10661,26.7,Douglas-Fir,147,44,46,59,Staff,NA
10662,30.4,Douglas-Fir,144,46,44,44,Staff,NA
10663,30.3,Douglas-Fir,115,48,41,39,Staff,NA
10664,24.3,Douglas-Fir,134,40,33,70,Staff,NA
10665,36.6,Douglas-Fir,158,43,52,77,Staff,NA
10666,43,Douglas-Fir,167,46,48,95,Staff,NA
10667,25.8,Douglas-Fir,131,26,31,39,Staff,NA
10668,26,Douglas-Fir,134,40,41,64,STAFF,NA
10669,27.5,Douglas-Fir,145,41,36,78,Staff,NA
10670,43.3,Douglas-Fir,169,61,54,29,Staff,NA
10685,21.6,Douglas-Fir,126,24,31,44,Staff,NA
10686,12.5,Austrian Black Pine,62,33,31,3,Staff,NA
10687,17.1,Douglas-Fir,91,30,25,60,STAFF,NA
10688,41.5,Douglas-Fir,170,46,41,100,Staff,NA
10689,24.7,Douglas-Fir,130,41,37,48,Staff,NA
10690,19.6,Douglas-Fir,100,17,24,39,STAFF,NA
10691,21.3,Douglas-Fir,77,33,27,32,Staff,NA
10692,18,Douglas-Fir,113,34,31,56,STAFF,NA
10693,24.7,Douglas-Fir,131,36,31,47,Staff,NA
10694,37.5,Douglas-Fir,166,39,53,69,Staff,NA
10695,31,Douglas-Fir,150,43,47,72,STAFF,NA
10696,6.7,Cornelian Cherry,23,34,31,2,Staff,Yes - fruit
10697,25.8,Sugar Maple,83,56,50,21,STAFF,NA
10698,29.5,Douglas-Fir,99,46,39,31,STAFF,NA
10736,28.8,Douglas-Fir,138,44,44,43,STAFF,NA
10737,30.2,Douglas-Fir,118,29,36,11,Staff,NA
10738,24,Douglas-Fir,95,20,21,33,Staff,NA
10739,20.3,Douglas-Fir,125,38,29,33,STAFF,NA
10740,35.6,Douglas-Fir,145,44,41,33,Staff,NA
10741,13,European Beech,46,41,41,5,Staff,NA
10742,36.1,Douglas-Fir,133,38,40,14,Staff,NA
10743,15.4,Sycamore Maple,43,39,29,6,Staff,NA
10744,24.8,Douglas-Fir,114,37,34,37,Staff,NA
10745,4.8,Cornelian Cherry,16,28,22,1,Staff,Yes - fruit
10746,40.2,Douglas-Fir,141,50,52,25,Staff,NA
10769,25,Douglas-Fir,139,47,32,40,Staff,NA
10770,27.4,Sugar Maple,60,67,75,10,Staff,NA
10771,25,Douglas-Fir,111,50,45,17,Staff,NA
10772,31.2,Douglas-Fir,139,36,41,14,Staff,NA
10773,21.3,Douglas-Fir,112,42,37,39,Staff,NA
10774,34.1,Douglas-Fir,126,51,48,39,Staff,NA
10775,32.7,Douglas-Fir,111,52,55,24,Staff,NA
10778,35.1,Douglas-Fir,147,45,47,26,STAFF,NA
10779,36.9,Douglas-Fir,155,60,51,24,Staff,NA
10780,28.9,Douglas-Fir,143,38,37,61,Staff,NA
10781,28.6,Douglas-Fir,150,57,38,70,Staff,NA
10782,45.7,Douglas-Fir,157,58,60,36,Staff,NA
10783,23.6,Douglas-Fir,105,37,36,40,STAFF,NA
10784,42.4,Douglas-Fir,155,56,51,27,STAFF,NA
10785,21,Douglas-Fir,136,19,25,46,STAFF,NA
10786,26.5,Douglas-Fir,133,29,36,29,Staff,NA
10788,27.3,Douglas-Fir,118,38,39,54,STAFF,NA
10789,20.1,Sycamore Maple,91,45,50,26,Staff,NA
10790,37,Douglas-Fir,140,51,45,35,Staff,NA
10806,35.3,Douglas-Fir,144,51,47,46,Staff,NA
10791,22.7,Douglas-Fir,140,39,36,64,Staff,NA
10792,27.5,Douglas-Fir,145,29,43,37,STAFF,NA
10793,31.2,Douglas-Fir,144,41,41,57,Staff,NA
10794,31.4,Northern Red Oak,120,65,75,4,Staff,NA
10795,36.4,Douglas-Fir,150,58,61,50,Staff,NA
10747,28.7,Douglas-Fir,137,43,42,45,Staff,NA
10748,1.5,Japanese Hornbeam,9,11,11,4,Staff,NA
10749,37.1,Douglas-Fir,156,58,55,27,Staff,NA
10750,22.9,Douglas-Fir,130,48,45,30,Staff,NA
10751,22,Douglas-Fir,100,33,31,47,Staff,NA
10752,15.2,Sycamore Maple,36,15,20,4,STAFF,NA
10754,43.1,Douglas-Fir,146,37,45,51,Staff,NA
10756,47,Douglas-Fir,152,65,66,60,Staff,NA
10758,15.1,Red-Silver Maple Hybrid,71,58,48,8,Staff,NA
10761,14,Norway Maple,81,48,57,3,Staff,NA
10762,17.1,Douglas-Fir,106,41,22,60,Staff,NA
10763,40.4,Douglas-Fir,108,53,58,13,STAFF,NA
10764,29.3,Douglas-Fir,144,42,45,65,Staff,NA
10765,37.6,Douglas-Fir,150,37,34,48,Staff,NA
10766,28.3,Douglas-Fir,127,30,22,81,STAFF,NA
10767,32.9,Douglas-Fir,154,45,37,14,Staff,NA
10768,47,Douglas-Fir,160,56,55,55,Staff,NA
10796,36.1,Douglas-Fir,141,47,49,31,STAFF,NA
10797,10.8,Pacific Dogwood,62,47,35,5,Staff,NA
10798,32.7,Douglas-Fir,149,41,40,50,STAFF,NA
10799,32.3,Douglas-Fir,145,39,40,56,Staff,NA
10800,9.5,Katsura,56,34,33,22,Staff,NA
10801,10.9,Katsura,58,33,30,15,Staff,NA
10802,19.9,Red-Silver Maple Hybrid,87,50,43,16,Staff,NA
10803,42.4,Douglas-Fir,155,51,52,31,Staff,NA
10804,8.3,Western Redcedar,21,22,21,0,Staff,NA
10805,39.6,Douglas-Fir,150,51,47,49,STAFF,NA
10808,28.8,Douglas-Fir,148,61,55,54,STAFF,NA
10809,4.3,"Hiba Arborvitae, Thujopsis",11,16,16,0,Staff,NA
10811,25.1,Bigleaf Maple,89,63,52,5,Staff,NA
10812,42.8,Douglas-Fir,147,52,41,28,Staff,NA
10813,30.3,Douglas-Fir,140,29,27,60,Staff,NA
10814,16.3,Cascara Buckthorn,64,24,30,12,Staff,No
10815,33.4,Douglas-Fir,137,43,38,40,Staff,NA
10816,26.1,Douglas-Fir,95,30,27,37,Staff,NA
10817,43.1,Douglas-Fir,158,57,57,69,Staff,NA
10818,39.8,Grand Fir,130,33,38,17,STAFF,NA
10819,55.9,Douglas-Fir,164,74,65,46,Staff,NA
10820,19.1,Pin Oak,77,48,51,8,Staff,NA
10821,34.2,Western Redcedar,105,37,32,1,Staff,NA
10822,26,Douglas-Fir,115,43,51,27,Staff,NA
10823,11.4,Mountain Silverbell,33,35,36,3,Staff,NA
10824,16.8,Katsura,78,54,37,4,Staff,NA
10825,15.8,Sycamore Maple,75,24,56,7,STAFF,NA
10828,37.8,Douglas-Fir,155,66,59,40,STAFF,NA
10829,39.3,Douglas-Fir,144,46,47,47,Staff,NA
10830,40.2,Douglas-Fir,153,51,48,63,Staff,NA
10831,31.1,Douglas-Fir,116,46,42,12,Staff,NA
10832,38,Douglas-Fir,157,57,52,50,STAFF,NA
10833,35.2,Douglas-Fir,141,47,51,47,STAFF,NA
10834,18.4,Flowering Plum,29,33,35,5,Staff,NA
10835,29.1,Douglas-Fir,144,48,33,68,Staff,NA
10836,36,Douglas-Fir,129,41,55,36,Staff,NA
10837,23.4,Douglas-Fir,102,61,58,7,Staff,NA
10838,9.3,Pacific Dogwood,40,30,35,4,Staff,NA
10839,36.7,Douglas-Fir,145,51,57,76,STAFF,NA
10840,24.4,Douglas-Fir,138,38,37,85,Staff,NA
10841,24.1,Douglas-Fir,127,36,45,48,Staff,NA
10842,33.4,Scarlet Oak,107,96,86,18,STAFF,NA
10843,35.8,Douglas-Fir,150,49,47,70,Staff,NA
10856,13.6,Norway Maple,57,51,50,5,Staff,NA
10857,34.9,Douglas-Fir,143,44,47,77,Staff,NA
10858,20.6,Norway Maple,89,60,58,5,Staff,NA
10859,31.1,Douglas-Fir,116,46,42,12,Staff,NA
10860,32,Douglas-Fir,140,34,27,70,STAFF,NA
10861,35.2,Douglas-Fir,139,50,47,47,Staff,NA
10862,23.8,Northern Red Oak,111,71,57,6,STAFF,NA
10863,11.2,European White Birch,44,25,39,3,Staff,NA
10844,32.3,Douglas-Fir,148,41,48,70,Staff,NA
10845,5.2,Weeping Willow,20,16,16,0,STAFF,NA
10846,37.3,Douglas-Fir,141,51,47,79,STAFF,NA
10847,18.9,English Oak,45,55,61,0,Staff,NA
10848,74,Giant Sequoia,145,35,37,4,Staff,NA
10849,25.3,Douglas-Fir,114,40,40,31,STAFF,NA
10850,37,Douglas-Fir,128,47,52,8,Staff,NA
10851,23.5,Northern Red Oak,106,55,56,7,Staff,NA
10852,35,Douglas-Fir,119,65,39,30,Staff,NA
10853,4.8,Flowering Plum,24,20,22,1,STAFF,NA
10854,31.5,Douglas-Fir,128,39,36,52,Staff,NA
10864,25.9,Douglas-Fir,135,38,32,41,Staff,NA
10865,28.4,Douglas-Fir,130,48,38,26,Staff,NA
10866,37.7,Douglas-Fir,87,36,32,15,Staff,NA
10867,6.9,Austrian Black Pine,60,22,24,5,Staff,NA
10868,40.7,Coast Redwood,119,28,39,7,STAFF,NA
10869,8.3,American Elm,31,30,30,1,Staff,NA
10870,14.8,Pin Oak,45,40,36,8,Staff,NA
10871,22.1,Douglas-Fir,98,40,29,6,Staff,NA
10872,41.1,Douglas-Fir,155,42,63,45,Staff,NA
10873,19.7,Bald Cypress,65,44,33,6,Staff,NA
10874,5.1,Unknown (Dead),31,99999,99999,NA,Staff,NA
10875,11.4,Pacific Dogwood,40,27,31,10,Staff,NA
10876,26,Douglas-Fir,116,36,39,63,STAFF,NA
10877,22.7,Douglas-Fir,127,38,33,69,Staff,NA
10878,1.6,Western Redcedar,10,8,8,0,STAFF,NA
10879,7.2,Vine Maple,23,22,23,7,Staff,NA
10880,37.9,Douglas-Fir,130,54,49,58,Staff,NA
10881,39.4,Douglas-Fir,150,56,47,45,STAFF,NA
10882,54.8,Coast Redwood,139,52,53,9,Staff,NA
10883,22.6,English Oak,110,46,59,15,Staff,NA
10884,36.6,Douglas-Fir,134,35,36,30,Staff,NA
10885,12.1,Western Redcedar,70,22,15,23,Staff,NA
10886,57.1,Douglas-Fir,146,55,57,6,Staff,NA
10887,22.4,Norway Maple,97,56,61,6,STAFF,NA
10888,14.5,Western Redcedar,70,18,18,20,STAFF,NA
10889,18.2,Black Tupelo,57,52,52,3,Staff,NA
10890,36.6,Douglas-Fir,153,43,50,51,STAFF,NA
10891,31.4,Ponderosa Pine,140,34,46,61,Staff,NA
10892,16.5,Flowering Plum,47,26,42,8,STAFF,NA
10893,15.2,Ornamental Crabapple,25,30,36,5,Staff,NA
10894,16.5,Ornamental Crabapple,27,40,45,4,Staff,NA
10895,47.8,Douglas-Fir,141,57,55,29,STAFF,NA
10896,41.8,Douglas-Fir,157,57,46,47,Staff,NA
10899,59.5,Giant Sequoia,115,37,33,25,STAFF,NA
10900,13.9,Douglas-Fir,88,32,28,4,STAFF,NA
10901,62.8,Giant Sequoia,136,42,41,20,Staff,NA
10902,14.8,Western Redcedar,70,19,20,6,STAFF,NA
10903,65.6,Giant Sequoia,169,38,42,33,Staff,NA
10904,48.6,Douglas-Fir,163,46,57,35,Staff,NA
10917,27.5,European Ash,74,45,48,0,Staff,NA
10918,35.7,Douglas-Fir,163,41,47,50,Staff,NA
10919,38.8,Douglas-Fir,163,54,59,60,Staff,NA
10920,44.9,Grand Fir,158,35,33,6,STAFF,NA
10921,28.2,Douglas-Fir,111,39,59,45,Staff,NA
10922,53,Douglas-Fir,140,51,57,5,Staff,NA
10923,73.3,Coast Redwood,120,60,62,6,STAFF,NA
10924,42.5,Douglas-Fir,155,54,38,58,Staff,NA
10925,43,Douglas-Fir,122,47,40,27,Staff,NA
10926,14.4,Japanese Flowering Cherry,20,40,30,5,Staff,NA
10927,14.5,Japanese Flowering Cherry,20,39,27,4,Staff,NA
10928,14.2,Japanese Flowering Cherry,23,30,27,4,Staff,NA
10929,4.1,English Oak,20,22,21,8,Staff,NA
10930,17,Norway Maple,75,66,58,5,Staff,NA
10931,22.8,Western Redcedar,60,34,29,4,Staff,NA
10932,15.9,"Portugal Laurel, Portuguese Laurel",38,25,29,4,STAFF,NA
10905,39.7,Douglas-Fir,151,48,45,52,STAFF,NA
10906,18.2,"Portugal Laurel, Portuguese Laurel",38,48,36,6,STAFF,NA
10907,36.7,Douglas-Fir,148,47,45,41,Staff,NA
10908,15.3,Southern Magnolia,43,24,29,9,Staff,NA
10909,47.8,Douglas-Fir,136,64,55,11,Staff,NA
10910,41.2,Douglas-Fir,143,35,35,50,Staff,NA
10911,33.2,Bigleaf Maple,103,73,55,15,Staff,NA
10912,24.1,Douglas-Fir,113,37,33,72,Staff,NA
10913,36.7,Douglas-Fir,140,46,47,62,Staff,NA
10914,7.1,European White Birch,61,30,27,8,Staff,NA
10915,28.6,Douglas-Fir,142,44,43,85,Staff,NA
10916,33.5,Douglas-Fir,153,42,63,50,Staff,NA
10933,37.3,Douglas-Fir,139,45,49,57,Staff,NA
10934,32,Douglas-Fir,118,28,32,7,Staff,NA
10935,26.4,Western Redcedar,65,30,32,4,Staff,NA
10936,32.6,Douglas-Fir,112,42,38,48,Staff,NA
10937,48.1,London Plane Tree,129,97,65,12,Staff,NA
10938,36.3,Douglas-Fir,130,25,25,20,Staff,NA
10939,43.5,Douglas-Fir,123,47,45,32,Staff,NA
10940,16.5,Ornamental Crabapple,26,30,37,6,Staff,NA
10941,6.2,Ornamental Crabapple,20,20,17,4,Staff,NA
10942,7,European White Birch,49,25,30,7,Staff,NA
10943,28,Douglas-Fir,136,44,41,68,Staff,NA
10944,33.9,Douglas-Fir,142,40,55,56,Staff,NA
10945,19.2,Douglas-Fir,117,40,36,86,Staff,NA
10946,37,Douglas-Fir,145,54,46,64,Staff,NA
10947,36.6,Douglas-Fir,144,47,49,43,Staff,NA
10948,41,Douglas-Fir,160,44,61,64,Staff,NA
10949,34.9,Douglas-Fir,139,50,62,54,Staff,NA
10950,26.5,Japanese Flowering Cherry,44,51,48,8,Staff,NA
10951,54.8,London Plane Tree,130,96,77,16,Staff,NA
10952,33.9,London Plane Tree,110,90,52,40,Staff,NA
10953,24.3,Douglas-Fir,56,25,34,20,Staff,NA
10954,37.5,Douglas-Fir,131,30,38,9,STAFF,NA
10955,6.1,Kentucky Coffeetree,33,30,25,6,Staff,No
10956,13.3,Douglas-Fir,47,26,23,5,Staff,NA
10957,34.5,Douglas-Fir,133,45,39,60,Staff,NA
10958,36.7,London Plane Tree,116,93,47,32,STAFF,NA
10959,30.8,Douglas-Fir,136,34,37,21,Staff,NA
10960,25,Black Tupelo,70,44,42,9,Staff,NA
10961,13.1,Southern Magnolia,38,33,35,5,STAFF,NA
10962,52.5,London Plane Tree,102,75,88,8,STAFF,NA
10963,3,Vine Maple,13,11,14,0,Staff,NA
10964,2,Vine Maple,12,8,9,1,Staff,NA
10965,17.8,"Portugal Laurel, Portuguese Laurel",45,21,27,5,Staff,NA
10966,54.4,London Plane Tree,105,101,81,7,STAFF,NA
10967,3.3,"Portugal Laurel, Portuguese Laurel",15,13,11,5,Staff,NA
10968,35.1,Douglas-Fir,141,40,42,5,Staff,NA
10969,47.5,Douglas-Fir,149,50,56,4,STAFF,NA
10970,8.6,"Portugal Laurel, Portuguese Laurel",38,14,14,6,STAFF,NA
10971,2.9,"Portugal Laurel, Portuguese Laurel",21,9,9,10,STAFF,NA
10972,5.4,Vine Maple,25,29,28,3,Staff,NA
10973,29.5,Western Redcedar,90,22,21,4,Staff,NA
10974,11.8,Shagbark Hickory,39,32,39,3,STAFF,NA
10975,46.6,Douglas-Fir,157,60,51,6,STAFF,NA
10976,40.2,Northern Red Oak,85,85,92,10,STAFF,NA
10977,27.6,Western Redcedar,93,28,31,6,Staff,NA
10978,15.6,Cornelian Cherry,28,35,33,4,Staff,Yes - fruit
10979,23.7,Pin Oak,78,75,68,7,Staff,NA
10980,34.7,Western Redcedar,102,28,26,3,Staff,NA
10981,16.3,"Paperbark Cherry, Birchbark Cherry, Tibetan Cherry",42,31,28,6,Staff,NA
10982,29.5,Sweetgum,121,54,52,6,STAFF,NA
10983,7.4,Paperbark Maple,46,21,28,30,Staff,NA
10984,5.7,Red Alder,44,17,21,3,Staff,NA
10985,33.1,Red Alder,94,71,51,8,Staff,NA
10986,13.6,Japanese Black Pine,45,18,18,40,Staff,NA
11072,13.5,"Portugal Laurel, Portuguese Laurel",36,21,30,4,Staff,NA
11073,7.2,"Portugal Laurel, Portuguese Laurel",33,15,15,6,Staff,NA
11074,13.4,"Portugal Laurel, Portuguese Laurel",42,16,25,6,Staff,NA
11075,5.8,Vine Maple,22,24,29,3,Staff,NA
11076,10.6,"Portugal Laurel, Portuguese Laurel",27,26,15,6,STAFF,NA
11077,4.8,"Portugal Laurel, Portuguese Laurel",22,23,16,6,Staff,NA
11078,6.7,"Portugal Laurel, Portuguese Laurel",34,30,21,8,Staff,NA
11079,11.6,"Portugal Laurel, Portuguese Laurel",39,25,23,6,Staff,NA
11080,4,Vine Maple,21,23,17,3,Staff,NA
11081,4,"Portugal Laurel, Portuguese Laurel",29,13,15,13,Staff,NA
11082,9.3,"Portugal Laurel, Portuguese Laurel",36,28,21,10,Staff,NA
11083,5,Vine Maple,20,28,21,3,Staff,NA
11084,2.2,Pacific Dogwood,20,18,11,1,Staff,NA
11085,36.9,Douglas-Fir,123,52,45,4,Staff,NA
11090,5.8,Unknown (Dead),29,99999,99999,NA,Staff,NA
11091,37.8,Douglas-Fir,130,58,56,10,Staff,NA
11092,30.9,Norway Maple,72,67,55,7,STAFF,NA
11093,15,"Paperbark Cherry, Birchbark Cherry, Tibetan Cherry",50,27,30,6,Staff,NA
11094,51.1,Giant Sequoia,141,29,30,31,Staff,NA
11095,1,Pacific Dogwood,6,5,5,2,Staff,NA
11096,2,Vine Maple,12,8,9,1,Staff,NA
11097,7.8,"Portugal Laurel, Portuguese Laurel",28,23,21,3,STAFF,NA
11098,9.4,"Portugal Laurel, Portuguese Laurel",37,15,14,6,Staff,NA
11062,10.5,"Portugal Laurel, Portuguese Laurel",38,16,14,5,Staff,NA
11063,6.1,"Portugal Laurel, Portuguese Laurel",25,15,13,5,Staff,NA
11064,29.5,Douglas-Fir,103,48,46,25,Staff,NA
11065,7.1,"Portugal Laurel, Portuguese Laurel",30,27,12,11,STAFF,NA
11066,3.8,Vine Maple,20,21,21,3,Staff,NA
11067,4.8,"Portugal Laurel, Portuguese Laurel",28,24,13,17,Staff,NA
11068,4.6,"Portugal Laurel, Portuguese Laurel",32,9,9,12,Staff,NA
11069,4.5,Vine Maple,25,21,16,4,Staff,NA
11070,10.9,"Portugal Laurel, Portuguese Laurel",34,35,35,4,Staff,NA
11071,16.8,Western Redcedar,45,32,25,7,STAFF,NA
10987,25.6,Swamp White Oak,112,55,57,45,Staff,NA
10988,20.1,Littleleaf Linden,78,32,41,6,Staff,NA
10989,36.2,Western Redcedar,109,30,42,3,Staff,NA
10990,36.7,Douglas-Fir,109,53,37,13,Staff,NA
10991,13.3,"Paperbark Cherry, Birchbark Cherry, Tibetan Cherry",42,43,37,8,Staff,NA
10992,10.4,Paper Birch,73,18,27,17,Staff,NA
10993,25.2,Scarlet Oak,79,58,48,6,Staff,NA
10994,11.8,Paper Birch,77,20,36,17,STAFF,NA
10995,12.5,Paper Birch,80,28,30,30,STAFF,NA
10996,49.8,Giant Sequoia,139,35,29,36,STAFF,NA
10997,34.5,Western Redcedar,96,51,49,5,Staff,NA
10998,24.4,Largeleaf Linden,97,42,42,7,STAFF,NA
10999,22.2,Sweetgum,104,46,36,30,STAFF,NA
11000,15.7,Magnolia,46,30,41,5,STAFF,NA
11001,21.1,Southern Magnolia,56,31,33,5,Staff,NA
11002,11.3,Magnolia,28,28,33,3,Staff,NA
11003,11.4,Magnolia,54,32,28,5,Staff,NA
11004,39.8,Douglas-Fir,127,45,45,15,Staff,NA
11005,19.7,Southern Magnolia,56,25,25,6,STAFF,NA
11006,20.6,Oregon Myrtle,66,37,43,4,Staff,NA
11007,8.1,Japanese Maple,25,30,22,6,Staff,NA
11008,24.1,Southern Magnolia,59,36,30,12,Staff,NA
11009,31.2,Northern Red Oak,92,57,56,13,Staff,NA
11010,46.8,Douglas-Fir,123,47,44,8,Staff,NA
11011,44.9,Douglas-Fir,136,56,32,6,STAFF,NA
11012,38,Douglas-Fir,125,46,43,10,STAFF,NA
11013,3.9,Mountain Silverbell,31,25,25,7,Staff,NA
11014,49.6,Douglas-Fir,148,72,68,35,Staff,NA
11015,18.8,Incense Cedar,71,18,17,30,STAFF,NA
11016,21,Littleleaf Linden,90,39,50,6,Staff,NA
11017,27.8,Scarlet Oak,80,56,81,9,Staff,NA
11018,6.2,Paper Birch,49,17,21,38,STAFF,NA
11019,8,Paperbark Maple,29,25,25,14,Staff,NA
11020,28.1,Common Horsechestnut,68,51,50,5,Staff,No
11021,21.7,Western Hemlock,88,36,42,4,STAFF,NA
11022,26.1,European White Birch,94,50,50,4,Staff,NA
11023,9.5,"Ashe's Magnolia, Dwarf Bigleaf Magnolia",46,27,32,11,STAFF,NA
11024,14.9,Western Redcedar,49,19,25,7,STAFF,NA
11025,45.1,Coast Redwood,123,41,33,5,Staff,NA
11026,20.8,Western Redcedar,54,21,23,3,Staff,NA
11027,21.4,Oregon Myrtle,83,36,44,5,STAFF,NA
11028,15.6,Western Redcedar,51,34,28,8,Staff,NA
11029,11.4,Giant Sequoia,36,8,13,4,STAFF,NA
11030,10.5,Magnolia,36,26,15,4,Staff,NA
11031,6.9,Magnolia,26,20,18,2,Staff,NA
11032,13.8,Southern Magnolia,49,29,28,5,Staff,NA
11033,3.2,"Orange-Bark Stewartia, Tall Stewartia",25,17,17,5,STAFF,NA
11034,11.7,Western Redcedar,45,15,15,3,STAFF,NA
11035,7.1,Hedge Maple,36,32,45,5,Staff,NA
11036,12.7,Oregon Myrtle,40,37,50,5,Staff,NA
11037,35.9,Douglas-Fir,132,45,47,17,Staff,NA
11038,1.9,Vine Maple,13,12,9,4,Staff,NA
11039,1.5,Southern Magnolia,13,12,12,1,Staff,NA
11040,50.9,Douglas-Fir,153,53,57,21,STAFF,NA
11041,4.7,"Portugal Laurel, Portuguese Laurel",24,13,9,8,Staff,NA
11042,11.2,"Portugal Laurel, Portuguese Laurel",39,16,18,5,STAFF,NA
11043,15.9,"Portugal Laurel, Portuguese Laurel",36,25,17,5,Staff,NA
11044,28.6,"Portugal Laurel, Portuguese Laurel",38,45,28,4,Staff,NA
11045,7.1,"Portugal Laurel, Portuguese Laurel",36,15,10,7,Staff,NA
11046,4.4,Vine Maple,29,16,25,6,Staff,NA
11047,6.3,"Portugal Laurel, Portuguese Laurel",30,25,19,6,STAFF,NA
11048,4.1,Vine Maple,20,27,25,5,Staff,NA
11049,24.5,Incense Cedar,72,28,19,30,Staff,NA
11050,6.7,Vine Maple,15,29,24,2,STAFF,NA
11099,8.2,Western Redcedar,35,19,12,6,Staff,NA
11100,42.5,Douglas-Fir,137,32,38,7,Staff,NA
11086,15.6,"Bigleaf Snowbell, Fragrant Snowbell",35,32,23,13,Staff,NA
11087,17.9,Western Redcedar,58,27,31,6,Staff,NA
11088,12.8,Western Redcedar,54,16,21,8,Staff,NA
11089,20.4,Austrian Black Pine,54,55,47,7,STAFF,NA
11051,13.4,Southern Magnolia,47,25,26,4,Staff,NA
11052,17.5,Southern Magnolia,52,33,30,11,Staff,NA
11053,11.8,Hedge Maple,36,47,46,3,STAFF,NA
11054,31.9,Douglas-Fir,120,50,44,13,Staff,NA
11055,1,Pacific Dogwood,7,4,6,3,STAFF,NA
11056,18.9,Coast Redwood,106,29,19,5,STAFF,NA
11057,12.2,Black Walnut,54,46,34,6,Staff,Yes - nuts
11058,17.1,Western Redcedar,60,14,18,3,Staff,NA
11059,12.6,Western Redcedar,56,20,17,8,Staff,NA
11060,36.6,Oregon Myrtle,95,44,54,3,Staff,NA
11061,36.4,Douglas-Fir,126,47,50,15,Staff,NA
11101,27.7,Japanese Maple,35,51,44,3,Staff,NA
11102,22,Japanese Flowering Cherry,59,32,30,4,STAFF,NA
11103,26.4,Douglas-Fir,83,66,47,13,Staff,NA
11104,33.4,Douglas-Fir,88,48,46,10,Staff,NA
11105,1,Pacific Dogwood,5,4,4,2,Staff,NA
11106,45.2,"Paulownia, Empress Tree, Foxglove Tree",105,66,62,50,Staff,NA
11107,29.7,Douglas-Fir,115,48,43,5,Staff,NA
