crash_numb,city_town_name,crash_date,crash_severity_descr,crash_status,crash_time_2,year,max_injr_svrty_cl,numb_vehc,polc_agncy_type_descr,sptroop,age_drvr_oldest,crash_hour,first_hrmf_event_descr,ambnt_light_descr,manr_coll_descr,road_surf_cond_descr,numb_fatal_injr,weath_cond_descr,hit_run_descr,most_hrmfl_evt_cl,speed_limit,lat,lon
4541202,CAMBRIDGE,05/19/2018,Non-fatal injury,Closed,02:30:00,2018,Non-fatal injury - Non-incapacitating,1,Local police,NA,35-44,02:00AM to 02:59AM,Collision with pedestrian,Dark - lighted roadway,"Sideswipe, same direction",Dry,0,Cloudy,No hit and run,V1:(Collision with pedestrian),20,42.37228909,-71.08973284
4544639,CAMBRIDGE,05/23/2018,Property damage only (none injured),Closed,13:39:00,2018,No injury,1,Local police,NA,45-54,01:00PM to 01:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,"Sideswipe, same direction",Dry,0,Clear/Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.3763367,-71.12607074
4544652,CAMBRIDGE,05/25/2018,Non-fatal injury,Closed,15:26:00,2018,Non-fatal injury - Possible,1,Local police,NA,25-34,03:00PM to 03:59PM,Collision with motor vehicle in traffic,Daylight,Unknown,Dry,0,Clear,"Yes, hit and run",V1:(Collision with pedestrian),25,42.39032309,-71.1209542
4552019,CAMBRIDGE,06/11/2018,Non-fatal injury,Closed,18:21:00,2018,Non-fatal injury - Possible,1,Local police,NA,21-24,06:00PM to 06:59PM,Collision with pedestrian,Daylight,"Sideswipe, same direction",Dry,0,Clear,"Yes, hit and run","V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.38975384,-71.12443955
4552726,CAMBRIDGE,06/12/2018,Non-fatal injury,Closed,13:35:00,2018,Non-fatal injury - Non-incapacitating,1,Local police,NA,45-54,01:00PM to 01:59PM,Collision with pedestrian,Daylight,Unknown,Dry,0,Clear,No hit and run,V1:(Collision with pedestrian),25,42.36957387,-71.11185905
4554178,CAMBRIDGE,06/13/2018,Non-fatal injury,Closed,16:18:00,2018,Non-fatal injury - Non-incapacitating,1,Local police,NA,35-44,04:00PM to 04:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Wet,0,Rain/Cloudy,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",20,42.37004945,-71.10692024
4555093,CAMBRIDGE,06/19/2018,Non-fatal injury,Closed,21:37:00,2018,Non-fatal injury - Possible,1,Local police,NA,25-34,09:00PM to 09:59PM,Collision with pedestrian,Daylight,Single vehicle crash,Dry,0,Clear/Clear,No hit and run,V1:(Collision with pedestrian),25,42.39339978,-71.13081342
4556492,CAMBRIDGE,05/19/2018,Property damage only (none injured),Closed,11:56:00,2018,No injury,1,State police,H,25-34,11:00AM to 11:59AM,Collision with motor vehicle in traffic,Daylight,Single vehicle crash,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",35,42.37470524,-71.1305786
4557345,CAMBRIDGE,06/20/2018,Property damage only (none injured),Closed,14:00:00,2018,No injury,1,Local police,NA,NA,02:00PM to 02:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Dry,0,Clear,"Yes, hit and run","V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.37291252,-71.09448791
4559096,CAMBRIDGE,06/20/2018,Non-fatal injury,Closed,22:55:00,2018,Non-fatal injury - Non-incapacitating,1,State police,H,25-34,10:00PM to 10:59PM,Collision with motor vehicle in traffic,Dark - lighted roadway,Head-on,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",30,42.3698162,-71.12245395
4561502,CAMBRIDGE,07/02/2018,Property damage only (none injured),Closed,18:52:00,2018,No injury,1,Local police,NA,25-34,06:00PM to 06:59PM,Collision with pedestrian,Daylight,Single vehicle crash,Dry,0,Clear,No hit and run,V1:(Collision with pedestrian),25,42.39370847,-71.13621999
4561507,CAMBRIDGE,07/03/2018,Non-fatal injury,Closed,23:05:00,2018,Non-fatal injury - Non-incapacitating,1,Local police,NA,25-34,11:00PM to 11:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Dark - lighted roadway,"Sideswipe, same direction",Wet,0,Rain,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",20,42.36298168,-71.09959332
4561639,CAMBRIDGE,06/26/2018,Non-fatal injury,Closed,18:09:00,2018,Non-fatal injury - Non-incapacitating,1,Local police,NA,45-54,06:00PM to 06:59PM,Collision with pedestrian,Daylight,Angle,Dry,0,Clear,No hit and run,V1:(Collision with pedestrian),30,42.35511337,-71.10502278
4561643,CAMBRIDGE,06/27/2018,Non-fatal injury,Closed,10:20:00,2018,Non-fatal injury - Non-incapacitating,1,Local police,NA,21-24,10:00AM to 10:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.37231775,-71.10861544
4561651,CAMBRIDGE,07/05/2018,Non-fatal injury,Closed,12:21:00,2018,Non-fatal injury - Non-incapacitating,1,Local police,NA,21-24,12:00PM to 12:59PM,Collision with pedestrian,Daylight,Angle,Dry,0,Clear/Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.358752,-71.09338918
4561652,CAMBRIDGE,07/05/2018,Non-fatal injury,Closed,19:03:00,2018,Non-fatal injury - Non-incapacitating,1,Local police,NA,45-54,07:00PM to 07:59PM,Collision with pedestrian,Daylight,Single vehicle crash,Dry,0,Clear,No hit and run,V1:(Collision with pedestrian),25,42.36486549,-71.09624597
4562999,CAMBRIDGE,07/09/2018,Non-fatal injury,Closed,00:41:00,2018,Non-fatal injury - Possible,1,Local police,NA,45-54,12:00AM to 12:59AM,Collision with pedestrian,Dark - lighted roadway,Single vehicle crash,Dry,0,Clear/Clear,No hit and run,V1:(Collision with pedestrian),25,42.36226586,-71.11355031
4563001,CAMBRIDGE,07/09/2018,Property damage only (none injured),Closed,20:36:00,2018,No injury,1,Local police,NA,21-24,08:00PM to 08:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Single vehicle crash,Dry,0,Clear/Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.37634583,-71.13974813
4578180,CAMBRIDGE,08/06/2018,Non-fatal injury,Closed,19:35:00,2018,Non-fatal injury - Possible,1,Local police,NA,35-44,07:00PM to 07:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.3623622,-71.09041155
4591513,CAMBRIDGE,09/07/2018,Property damage only (none injured),Closed,18:06:00,2018,No injury,1,Local police,NA,25-34,06:00PM to 06:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.37200807,-71.12062669
4590883,CAMBRIDGE,09/06/2018,Property damage only (none injured),Closed,11:59:00,2018,No injury,1,Local police,NA,35-44,11:00AM to 11:59AM,Collision with pedestrian,Daylight,Single vehicle crash,Dry,0,Clear,No hit and run,V1:(Collision with pedestrian),25,42.3596419,-71.10697313
4590882,CAMBRIDGE,09/06/2018,Property damage only (none injured),Closed,17:07:00,2018,No injury,1,Local police,NA,55-64,05:00PM to 05:59PM,Collision with pedestrian,Daylight,Single vehicle crash,Dry,0,Cloudy,No hit and run,V1:(Collision with pedestrian),20,42.36416465,-71.10318015
4590029,CAMBRIDGE,08/30/2018,Non-fatal injury,Closed,10:01:00,2018,Non-fatal injury - Possible,1,Local police,NA,21-24,10:00AM to 10:59AM,Collision with pedestrian,Daylight,Angle,Dry,0,Clear,No hit and run,V1:(Collision with pedestrian),25,42.37762267,-71.10943902
4590028,CAMBRIDGE,08/30/2018,Non-fatal injury,Closed,00:12:00,2018,Non-fatal injury - Possible,1,Local police,NA,NA,12:00AM to 12:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.37519969,-71.11224171
4589947,CAMBRIDGE,09/05/2018,Property damage only (none injured),Closed,12:04:00,2018,No injury,1,Local police,NA,NA,12:00PM to 12:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.3664133,-71.10540899
4589943,CAMBRIDGE,09/04/2018,Non-fatal injury,Closed,11:42:00,2018,Non-fatal injury - Non-incapacitating,1,Local police,NA,45-54,11:00AM to 11:59AM,Collision with pedestrian,Daylight,Single vehicle crash,Dry,0,Clear,No hit and run,V1:(Collision with pedestrian),25,42.37082631,-71.07840344
4607944,CAMBRIDGE,10/10/2018,Non-fatal injury,Closed,12:34:00,2018,Non-fatal injury - Non-incapacitating,1,Local police,NA,65-74,12:00PM to 12:59PM,Collision with pedestrian,Daylight,Angle,Dry,0,Clear,No hit and run,V1:(Collision with pedestrian),25,42.3738387,-71.11244622
4589939,CAMBRIDGE,09/04/2018,Non-fatal injury,Closed,10:00:00,2018,Non-fatal injury - Non-incapacitating,1,Local police,NA,35-44,10:00AM to 10:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.37085267,-71.07859781
4589938,CAMBRIDGE,09/04/2018,Non-fatal injury,Closed,09:45:00,2018,Non-fatal injury - Non-incapacitating,1,Local police,NA,55-64,09:00AM to 09:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.39032309,-71.1209542
4589937,CAMBRIDGE,09/03/2018,Non-fatal injury,Closed,17:08:00,2018,Non-fatal injury - Possible,1,Local police,NA,21-24,05:00PM to 05:59PM,Collision with pedestrian,Daylight,Single vehicle crash,Dry,0,Clear,"Yes, hit and run",V1:(Collision with pedestrian),25,42.36489951,-71.10288969
4589935,CAMBRIDGE,09/03/2018,Non-fatal injury,Closed,12:20:00,2018,Non-fatal injury - Non-incapacitating,1,Local police,NA,35-44,12:00PM to 12:59PM,Collision with motor vehicle in traffic,Daylight,Angle,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.363418,-71.10193201
4589821,CAMBRIDGE,08/29/2018,Non-fatal injury,Closed,08:20:00,2018,Non-fatal injury - Non-incapacitating,1,State police,H,55-64,08:00AM to 08:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Single vehicle crash,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",20,42.39479856,-71.14052623
4589820,CAMBRIDGE,08/29/2018,Property damage only (none injured),Closed,11:25:00,2018,No injury,1,Local police,NA,65-74,11:00AM to 11:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.38241027,-71.13102331
4586591,CAMBRIDGE,07/12/2018,Property damage only (none injured),Closed,06:10:00,2018,No injury,1,State police,H,65-74,06:00AM to 06:59AM,Collision with motor vehicle in traffic,Dawn,Angle,Dry,0,Not Reported,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",35,42.3643027,-71.11605234
4586064,CAMBRIDGE,08/25/2018,Property damage only (none injured),Closed,12:26:00,2018,No injury,1,Local police,NA,55-64,12:00PM to 12:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,"Sideswipe, opposite direction",Dry,0,Clear/Clear,No hit and run,V1:(Collision with pedestrian),25,42.37547105,-71.11429281
4586008,CAMBRIDGE,08/26/2018,Non-fatal injury,Closed,16:19:00,2018,Non-fatal injury - Non-incapacitating,1,Local police,NA,75-84,04:00PM to 04:59PM,Collision with motor vehicle in traffic,Daylight,Head-on,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.3658786,-71.1060201
4586007,CAMBRIDGE,08/26/2018,Property damage only (none injured),Closed,12:45:00,2018,No injury,1,Local police,NA,45-54,12:00PM to 12:59PM,Collision with pedestrian,Daylight,Rear-end,Dry,0,Clear,No hit and run,V1:(Collision with pedestrian),25,42.37275352,-71.09327914
4585997,CAMBRIDGE,08/22/2018,Non-fatal injury,Closed,10:24:00,2018,Non-fatal injury - Non-incapacitating,1,Local police,NA,55-64,10:00AM to 10:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Wet,0,Clear/Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.37061451,-71.1217795
4585996,CAMBRIDGE,08/22/2018,Non-fatal injury,Closed,08:43:00,2018,Non-fatal injury - Non-incapacitating,1,Local police,NA,21-24,08:00AM to 08:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Wet,0,Rain,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.36750512,-71.09324927
4617782,CAMBRIDGE,10/23/2018,Property damage only (none injured),Closed,09:30:00,2018,No injury,1,Local police,NA,18-20,09:00AM to 09:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,"Sideswipe, same direction",Dry,0,Cloudy,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.38156427,-71.11630861
4617789,CAMBRIDGE,10/30/2018,Non-fatal injury,Closed,10:42:00,2018,Non-fatal injury - Non-incapacitating,1,Local police,NA,25-34,10:00AM to 10:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.36287944,-71.09234102
4617791,CAMBRIDGE,10/30/2018,Property damage only (none injured),Closed,18:43:00,2018,No injury,1,Local police,NA,55-64,06:00PM to 06:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Dark - lighted roadway,Single vehicle crash,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.36658985,-71.10569945
4585987,CAMBRIDGE,08/19/2018,Non-fatal injury,Closed,20:51:00,2018,Non-fatal injury - Possible,1,Local police,NA,55-64,08:00PM to 08:59PM,Collision with pedestrian,Dark - lighted roadway,Single vehicle crash,Wet,0,Cloudy,No hit and run,V1:(Collision with pedestrian),25,42.36471315,-71.10257396
4585986,CAMBRIDGE,08/19/2018,Non-fatal injury,Closed,16:56:00,2018,Non-fatal injury - Possible,1,Local police,NA,NA,04:00PM to 04:59PM,Collision with parked motor vehicle,Daylight,"Sideswipe, same direction",Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",30,42.36881885,-71.09683608
4585981,CAMBRIDGE,08/16/2018,Non-fatal injury,Closed,14:55:00,2018,Non-fatal injury - Possible,1,Local police,NA,25-34,02:00PM to 02:59PM,Collision with motor vehicle in traffic,Dusk,Angle,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.37256499,-71.12016653
4585980,CAMBRIDGE,08/17/2018,Property damage only (none injured),Closed,00:53:00,2018,No injury,1,Local police,NA,45-54,12:00AM to 12:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Dark - lighted roadway,Head-on,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",NA,42.36448522,-71.11387184
4582823,CAMBRIDGE,08/16/2018,Non-fatal injury,Closed,09:15:00,2018,Non-fatal injury - Possible,1,Local police,NA,55-64,09:00AM to 09:59AM,Collision with motor vehicle in traffic,Daylight,Angle,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.36957387,-71.11185904
4582076,CAMBRIDGE,08/14/2018,Non-fatal injury,Closed,11:55:00,2018,Non-fatal injury - Non-incapacitating,1,Local police,NA,65-74,11:00AM to 11:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,"Sideswipe, same direction",Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.3855611,-71.11940041
4581796,CAMBRIDGE,08/15/2018,Non-fatal injury,Closed,19:24:00,2018,Non-fatal injury - Possible,1,Local police,NA,25-34,07:00PM to 07:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.36187058,-71.10078338
4580506,CAMBRIDGE,08/12/2018,Non-fatal injury,Closed,20:58:00,2018,Non-fatal injury - Possible,1,Local police,NA,NA,08:00PM to 08:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Wet,0,Cloudy,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.39790316,-71.13090499
4578331,CAMBRIDGE,08/07/2018,Property damage only (none injured),Closed,16:44:00,2018,No injury,1,Local police,NA,45-54,04:00PM to 04:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,"Sideswipe, same direction",Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",30,42.36782814,-71.08787976
4578329,CAMBRIDGE,08/07/2018,Non-fatal injury,Closed,10:41:00,2018,Non-fatal injury - Possible,1,Local police,NA,NA,10:00AM to 10:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,"Sideswipe, same direction",Dry,0,Clear/Clear,"Yes, hit and run","V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.37335213,-71.11857959
4578326,CAMBRIDGE,08/06/2018,Non-fatal injury,Closed,21:08:00,2018,Non-fatal injury - Non-incapacitating,1,Local police,NA,45-54,09:00PM to 09:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,"Sideswipe, same direction",Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.37320373,-71.11086468
4577253,CAMBRIDGE,08/01/2018,Non-fatal injury,Closed,09:26:00,2018,Non-fatal injury - Non-incapacitating,1,Local police,NA,55-64,09:00AM to 09:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Head-on,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",20,42.36876607,-71.09478481
4574667,CAMBRIDGE,07/30/2018,Property damage only (none injured),Closed,23:56:00,2018,No injury,1,Local police,NA,NA,11:00PM to 11:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Dark - lighted roadway,Angle,Dry,0,Clear,"Yes, hit and run","V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.36175353,-71.09759922
4574665,CAMBRIDGE,07/30/2018,Property damage only (none injured),Closed,09:41:00,2018,No injury,1,Local police,NA,35-44,09:00AM to 09:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.35593316,-71.10550622
4574653,CAMBRIDGE,07/27/2018,Non-fatal injury,Closed,11:37:00,2018,Non-fatal injury - Non-incapacitating,1,Local police,NA,45-54,11:00AM to 11:59AM,Collision with parked motor vehicle,Daylight,Unknown,Unknown,0,Unknown,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,NA,NA
4574652,CAMBRIDGE,07/26/2018,Non-fatal injury,Closed,23:09:00,2018,Non-fatal injury - Possible,1,Local police,NA,65-74,11:00PM to 11:59PM,Collision with pedestrian,Dusk,Angle,Dry,0,Clear,No hit and run,V1:(Collision with pedestrian),25,42.37515149,-71.11914085
4572756,CAMBRIDGE,07/25/2018,Non-fatal injury,Closed,09:14:00,2018,Non-fatal injury - Possible,1,Local police,NA,25-34,09:00AM to 09:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Dry,0,Clear,"Yes, hit and run","V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.36168966,-71.09410595
4571539,CAMBRIDGE,06/12/2018,Non-fatal injury,Closed,08:30:00,2018,Non-fatal injury - Non-incapacitating,1,State police,H,25-34,08:00AM to 08:59AM,Collision with pedestrian,Daylight,Single vehicle crash,Dry,0,Clear,No hit and run,V1:(Collision with pedestrian),35,42.35535339,-71.09878143
4570405,CAMBRIDGE,07/19/2018,Non-fatal injury,Closed,18:43:00,2018,Non-fatal injury - Non-incapacitating,1,Local police,NA,25-34,06:00PM to 06:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,"Sideswipe, same direction",Dry,0,Clear,"Yes, hit and run","V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",20,42.36579067,-71.09209453
4643695,CAMBRIDGE,12/27/2018,Non-fatal injury,Closed,20:38:00,2018,Non-fatal injury - Non-incapacitating,1,Local police,NA,55-64,08:00PM to 08:59PM,Collision with pedestrian,Dark - lighted roadway,Single vehicle crash,Dry,0,Clear,No hit and run,V1:(Collision with pedestrian),25,42.37982569,-71.11650642
4644594,CAMBRIDGE,05/02/2018,Non-fatal injury,Closed,17:30:00,2018,Non-fatal injury - Non-incapacitating,1,Local police,NA,35-44,05:00PM to 05:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Unknown,0,Unknown,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.36384627,-71.10884103
4570402,CAMBRIDGE,07/19/2018,Non-fatal injury,Closed,15:10:00,2018,Non-fatal injury - Non-incapacitating,1,Local police,NA,NA,03:00PM to 03:59PM,Collision with pedestrian,Daylight,"Sideswipe, same direction",Dry,0,Clear,"Yes, hit and run",V1:(Collision with pedestrian),25,42.36175353,-71.09759922
4570401,CAMBRIDGE,07/19/2018,Non-fatal injury,Closed,09:11:00,2018,Non-fatal injury - Incapacitating,1,Local police,NA,65-74,09:00AM to 09:59AM,Collision with motor vehicle in traffic,Daylight,Angle,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.3759857,-71.14158266
4569392,CAMBRIDGE,07/20/2018,Non-fatal injury,Closed,09:45:00,2018,Non-fatal injury - Possible,1,State police,H,35-44,09:00AM to 09:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Single vehicle crash,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",35,42.35753823,-71.09276113
4565237,CAMBRIDGE,07/11/2018,Non-fatal injury,Closed,22:20:00,2018,Non-fatal injury - Non-incapacitating,1,Local police,NA,25-34,10:00PM to 10:59PM,Collision with pedestrian,Dark - lighted roadway,Head-on,Dry,0,Clear,"Yes, hit and run",V1:(Collision with pedestrian),25,42.36598773,-71.10469841
4565235,CAMBRIDGE,07/11/2018,Non-fatal injury,Closed,19:13:00,2018,Non-fatal injury - Non-incapacitating,1,Local police,NA,NA,07:00PM to 07:59PM,Collision with motor vehicle in traffic,Daylight,Rear-end,Dry,0,Clear,"Yes, hit and run","V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.38083741,-71.11990641
4565230,CAMBRIDGE,07/10/2018,Non-fatal injury,Closed,10:31:00,2018,Non-fatal injury - Non-incapacitating,1,Local police,NA,25-34,10:00AM to 10:59AM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,Angle,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.36279751,-71.09136153
4602193,CAMBRIDGE,09/27/2018,Property damage only (none injured),Closed,08:49:00,2018,No injury,1,Local police,NA,45-54,08:00AM to 08:59AM,Collision with motor vehicle in traffic,Daylight,"Sideswipe, same direction",Dry,0,Clear/Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.37596506,-71.12449202
4601461,CAMBRIDGE,09/24/2018,Non-fatal injury,Closed,14:40:00,2018,Non-fatal injury - Incapacitating,1,Local police,NA,55-64,02:00PM to 02:59PM,Collision with pedestrian,Daylight,Single vehicle crash,Dry,0,Clear,No hit and run,V1:(Collision with pedestrian),25,42.37338549,-71.09810612
4601459,CAMBRIDGE,09/24/2018,Property damage only (none injured),Closed,21:30:00,2018,No injury,1,Local police,NA,65-74,09:00PM to 09:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Dusk,"Sideswipe, same direction",Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.37311407,-71.11492558
4601458,CAMBRIDGE,09/21/2018,Property damage only (none injured),Closed,14:45:00,2018,No injury,1,Local police,NA,35-44,02:00PM to 02:59PM,Collision with pedestrian,Daylight,Single vehicle crash,Dry,0,Clear,No hit and run,V1:(Collision with pedestrian),25,42.36559134,-71.104007
4601417,CAMBRIDGE,09/26/2018,Property damage only (none injured),Closed,09:00:00,2018,No injury,1,Local police,NA,NA,09:00AM to 09:59AM,Collision with pedestrian,Daylight,Single vehicle crash,Wet,0,Clear,"Yes, hit and run",V1:(Collision with pedestrian),25,42.37231233,-71.11513785
4598281,CAMBRIDGE,09/20/2018,Non-fatal injury,Closed,20:35:00,2018,Non-fatal injury - Possible,1,Local police,NA,45-54,08:00PM to 08:59PM,Collision with motor vehicle in traffic,Dark - lighted roadway,Angle,Dry,0,Clear,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.37011541,-71.11293419
4597483,CAMBRIDGE,09/19/2018,Non-fatal injury,Closed,16:10:00,2018,Non-fatal injury - Non-incapacitating,1,Local police,NA,NA,04:00PM to 04:59PM,Collision with parked motor vehicle,Dusk,Angle,Dry,0,Cloudy,No hit and run,"V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.36935474,-71.09001748
4596358,CAMBRIDGE,09/17/2018,Non-fatal injury,Closed,13:42:00,2018,Non-fatal injury - Non-incapacitating,1,Local police,NA,NA,01:00PM to 01:59PM,"Collision with pedalcycle (bicycle, tricycle, unicycle, pedal car)",Daylight,"Sideswipe, same direction",Dry,0,Clear,"Yes, hit and run","V1:(Collision with cyclist (bicycle, tricycle, unicycle, pedal car))",25,42.3813805,-71.12611741
